pdb_id,label,chain_id
8EY3,monomer,8EY3:A
8I26,monomer,8I26:A
8BN6,monomer,8BN6:A
8UNG,monomer,8UNG:A
8VD1,monomer,8VD1:A
8HDL,monomer,8HDL:A
8FRK,monomer,8FRK:A
8S03,monomer,8S03:A
8TGB,monomer,8TGB:A
8VCN,monomer,8VCN:A
8OYG,monomer,8OYG:A
8WAF,monomer,8WAF:A
8B62,monomer,8B62:A
8AMC,monomer,8AMC:A
8RDK,monomer,8RDK:A
8K1W,monomer,8K1W:A
8FOQ,monomer,8FOQ:A
8BZN,monomer,8BZN:A
8SQ8,monomer,8SQ8:A
8T1A,monomer,8T1A:A
8GI6,monomer,8GI6:A
9AVK,monomer,9AVK:A
8TB1,monomer,8TB1:A
8WWX,monomer,8WWX:A
8IU6,monomer,8IU6:A
8AXJ,monomer,8AXJ:A
8CP0,monomer,8CP0:A
8S9L,monomer,8S9L:A
8HUO,monomer,8HUO:A
8HNF,monomer,8HNF:A
8V31,monomer,8V31:A
8AR9,monomer,8AR9:A
8B8S,monomer,8B8S:A
8VEQ,monomer,8VEQ:A
8T97,monomer,8T97:A
8RKF,monomer,8RKF:A
8SZV,monomer,8SZV:A
8OMW,monomer,8OMW:A
8CJT,monomer,8CJT:A
8DYM,monomer,8DYM:A
8ULM,monomer,8ULM:A
8TLS,monomer,8TLS:A
8BAQ,monomer,8BAQ:A
8RPQ,monomer,8RPQ:A
8Q5J,monomer,8Q5J:A
8K5Q,monomer,8K5Q:A
8P3B,monomer,8P3B:A
8IUI,monomer,8IUI:A
8JGU,monomer,8JGU:A
8CCR,monomer,8CCR:A
7YMU,monomer,7YMU:A
8BBW,monomer,8BBW:A
8HW0,monomer,8HW0:A
8QVO,monomer,8QVO:A
8I8T,monomer,8I8T:A
8PXJ,monomer,8PXJ:A
8TUC,monomer,8TUC:A
8H41,monomer,8H41:A
8F3K,monomer,8F3K:A
8VS5,monomer,8VS5:A
8SXS,monomer,8SXS:A
8X5K,monomer,8X5K:A
8HNA,monomer,8HNA:B
8POF,monomer,8POF:A
8EW8,monomer,8EW8:A
8TIF,monomer,8TIF:A
8JOI,monomer,8JOI:A
8ODS,monomer,8ODS:A
8XI8,monomer,8XI8:A
8C3W,monomer,8C3W:A
8CHT,monomer,8CHT:A
8CQH,monomer,8CQH:A
8K5U,monomer,8K5U:A
8HW6,monomer,8HW6:A
8TJH,monomer,8TJH:A
8JC6,monomer,8JC6:A
8P35,monomer,8P35:A
9BKS,monomer,9BKS:A
8EC3,monomer,8EC3:A
8CK2,monomer,8CK2:A
8EO7,monomer,8EO7:A
8CPO,monomer,8CPO:A
8H1D,monomer,8H1D:A
8KHO,monomer,8KHO:A
8TQ0,monomer,8TQ0:A
8GW0,monomer,8GW0:A
8BM3,monomer,8BM3:A
8TE9,monomer,8TE9:A
8IPW,monomer,8IPW:A
8IA6,monomer,8IA6:A
8PDF,monomer,8PDF:A
8C3T,monomer,8C3T:A
8BPQ,monomer,8BPQ:A
8F9L,monomer,8F9L:A
8GR2,monomer,8GR2:A
8H78,monomer,8H78:A
7YV4,monomer,7YV4:A
8CJV,monomer,8CJV:A
8OLJ,monomer,8OLJ:B
8EVL,monomer,8EVL:A
8CEY,monomer,8CEY:A
9CJA,monomer,9CJA:A
8FNB,monomer,8FNB:A
8FJY,monomer,8FJY:A
8B6A,monomer,8B6A:A
8C10,monomer,8C10:A
8UDV,monomer,8UDV:A
8ALU,monomer,8ALU:A
8P2B,monomer,8P2B:A
8BW6,monomer,8BW6:A
9C89,monomer,9C89:A
8E6Y,monomer,8E6Y:A
8CPQ,monomer,8CPQ:A
8TJG,monomer,8TJG:A
8FJI,monomer,8FJI:B
8G2X,complex,8G2X:A
8T35,complex,8T35:A
8K1V,complex,8K1V:A
8CNK,complex,8CNK:A
8UD2,complex,8UD2:A
8I5L,complex,8I5L:A
8I5L,complex,8I5L:D
8EY0,complex,8EY0:B
8EY0,complex,8EY0:A
8PEC,complex,8PEC:A
8QV7,complex,8QV7:A
8QH1,complex,8QH1:E
8P7Q,complex,8P7Q:A
8JYG,complex,8JYG:A
8JYG,complex,8JYG:B
8ZC1,complex,8ZC1:C
8ESI,complex,8ESI:A
8SVH,complex,8SVH:A
8GXK,complex,8GXK:A
8EFX,complex,8EFX:A
8HSK,complex,8HSK:A
8HSK,complex,8HSK:B
8PWW,complex,8PWW:A
8PWW,complex,8PWW:B
8U4V,complex,8U4V:A
8U4V,complex,8U4V:B
8U4V,complex,8U4V:H
8U4V,complex,8U4V:K
8AW9,complex,8AW9:A
8ETD,complex,8ETD:A
8GL9,complex,8GL9:A
8Y7R,complex,8Y7R:A
8OND,complex,8OND:A
8XXB,complex,8XXB:A
8XOH,complex,8XOH:R
8X6B,complex,8X6B:B
8X6B,complex,8X6B:A
8J5E,complex,8J5E:A
8Q5X,complex,8Q5X:A
8U8W,complex,8U8W:A
8OUP,complex,8OUP:A
8EZR,complex,8EZR:A
8EZR,complex,8EZR:B
8BZ2,complex,8BZ2:A
8F7O,complex,8F7O:A
8HTY,complex,8HTY:A
8AUH,complex,8AUH:A
8TJI,complex,8TJI:A
8HLN,complex,8HLN:A
8HLN,complex,8HLN:B
8R74,complex,8R74:A
8K05,complex,8K05:A
8EFU,complex,8EFU:A
8IWL,complex,8IWL:A
8SF9,complex,8SF9:D
8CP9,complex,8CP9:A
8I3P,complex,8I3P:A
8IVP,complex,8IVP:A
8P1E,complex,8P1E:A
8TWS,complex,8TWS:A
8TWS,complex,8TWS:B
8VZ9,complex,8VZ9:A
8VZ9,complex,8VZ9:B
8VZ9,complex,8VZ9:C
8VZ9,complex,8VZ9:D
9BGP,complex,9BGP:A
8ENI,complex,8ENI:A
8X17,complex,8X17:R
8U31,complex,8U31:A
8CCN,complex,8CCN:A
8AMY,complex,8AMY:A
8C47,complex,8C47:B
8BHG,complex,8BHG:A
8BHG,complex,8BHG:B
8B92,complex,8B92:A
8B92,complex,8B92:C
8Q70,complex,8Q70:A
8IDC,complex,8IDC:E
8Q27,complex,8Q27:A
9CK0,complex,9CK0:B
8R3F,complex,8R3F:A
8SRY,complex,8SRY:A
8SRY,complex,8SRY:B
9EQF,complex,9EQF:A
8W46,complex,8W46:A
8VOH,complex,8VOH:A
8VOH,complex,8VOH:B
8AS3,complex,8AS3:A
8AS3,complex,8AS3:B
8AS3,complex,8AS3:L
8GO6,complex,8GO6:A
7YU1,complex,7YU1:A
8GJN,complex,8GJN:A
8GJN,complex,8GJN:B
8OWD,complex,8OWD:A
8C66,complex,8C66:A
8W0O,complex,8W0O:A
8V4J,complex,8V4J:A
8F8O,complex,8F8O:A
8IY0,complex,8IY0:A
8VG5,complex,8VG5:A
8ZMO,complex,8ZMO:A
8GVL,complex,8GVL:A
8H27,complex,8H27:A
8GKM,complex,8GKM:A
8GKM,complex,8GKM:C
8WC6,complex,8WC6:R
8WC6,complex,8WC6:S
8H86,complex,8H86:A
8COQ,complex,8COQ:A
8RTA,complex,8RTA:D
8RTA,complex,8RTA:H
8DTN,complex,8DTN:B
8JXP,complex,8JXP:A
8TFZ,complex,8TFZ:A
8W4R,complex,8W4R:A
8IMR,complex,8IMR:A
8IDB,complex,8IDB:A
8IDB,complex,8IDB:C
8WN8,complex,8WN8:B
8RP3,complex,8RP3:A
8ORM,complex,8ORM:H
8ORM,complex,8ORM:I
8ORM,complex,8ORM:J
8FXF,complex,8FXF:A
8CC1,complex,8CC1:H
8BBK,complex,8BBK:A
8BBK,complex,8BBK:G
8GOP,complex,8GOP:B
8GOP,complex,8GOP:A
8BRO,complex,8BRO:A
8PUA,complex,8PUA:A
8SVQ,complex,8SVQ:A
8I29,complex,8I29:A
8FCI,complex,8FCI:A
8OHC,complex,8OHC:A
8HHG,complex,8HHG:Q
8HHG,complex,8HHG:B
8HHG,complex,8HHG:L
8PZH,complex,8PZH:A
8IYS,complex,8IYS:A
8GU1,complex,8GU1:A
8C87,complex,8C87:H
8C87,complex,8C87:L
8C87,complex,8C87:M
8WBK,complex,8WBK:A
8W5A,complex,8W5A:A
8SIU,complex,8SIU:A
8SIU,complex,8SIU:B
8HN0,complex,8HN0:A
8S9N,complex,8S9N:A
8CQX,complex,8CQX:A
8B25,complex,8B25:A
8HCD,complex,8HCD:B
8SY2,complex,8SY2:A
8JI1,complex,8JI1:A
8WCQ,complex,8WCQ:A
8F73,complex,8F73:A
7YN3,complex,7YN3:A
7YN3,complex,7YN3:C
8BPM,complex,8BPM:A
8OFQ,complex,8OFQ:A
8W9H,complex,8W9H:A
8W9H,complex,8W9H:B
8IMH,complex,8IMH:A
8DSP,complex,8DSP:C
8EL4,complex,8EL4:A
8EL4,complex,8EL4:B
8H9N,complex,8H9N:K
8H9N,complex,8H9N:L
8H9N,complex,8H9N:M
8QWR,complex,8QWR:A
8C7J,complex,8C7J:A
8TKA,complex,8TKA:A
8SHH,complex,8SHH:A
8JPS,complex,8JPS:A
8JPS,complex,8JPS:C
8C13,complex,8C13:J
8C13,complex,8C13:K
8DZA,complex,8DZA:A
8H4K,complex,8H4K:A
8H4K,complex,8H4K:G
8H4K,complex,8H4K:N
8H4K,complex,8H4K:R
8ASR,complex,8ASR:A
8HFW,complex,8HFW:A
8VI5,complex,8VI5:A
8DY1,complex,8DY1:A
8DY1,complex,8DY1:C
8JUH,complex,8JUH:A
7YU3,complex,7YU3:A
7YU3,complex,7YU3:R
8JD8,complex,8JD8:A
8Q18,complex,8Q18:A
8GZX,complex,8GZX:A
8GZX,complex,8GZX:B
8OFS,complex,8OFS:A
8STI,complex,8STI:A
7YSY,complex,7YSY:A
8QC3,complex,8QC3:A
8PM1,complex,8PM1:A
8RGI,complex,8RGI:A
8RGI,complex,8RGI:B
8U8F,complex,8U8F:A
8U8F,complex,8U8F:R
8IT7,complex,8IT7:B
8HTI,complex,8HTI:B
8HTI,complex,8HTI:R
8T09,complex,8T09:A
8T09,complex,8T09:B
8PVT,complex,8PVT:A
8DSO,complex,8DSO:B
8DSO,complex,8DSO:D
8IJ9,complex,8IJ9:A
8IJ9,complex,8IJ9:C
8QD6,complex,8QD6:A
7YRT,complex,7YRT:A
7YOF,complex,7YOF:A
8B3X,complex,8B3X:A
8RWW,complex,8RWW:A
8TDA,complex,8TDA:A
8II9,complex,8II9:A
8IYI,complex,8IYI:A
8RUE,complex,8RUE:A
8P37,complex,8P37:A
7YW0,complex,7YW0:A
7YUI,complex,7YUI:A
7YUI,complex,7YUI:B
8VXU,complex,8VXU:A
8Q3H,complex,8Q3H:A
8SDP,complex,8SDP:A
8SDP,complex,8SDP:I
8G2I,complex,8G2I:A
8JI6,complex,8JI6:A
8K89,complex,8K89:A
8OZW,complex,8OZW:A
8PVF,complex,8PVF:A
8Q28,complex,8Q28:A
8OS9,complex,8OS9:A
8AVH,complex,8AVH:A
8FZZ,complex,8FZZ:A
8FZZ,complex,8FZZ:B
8JQK,complex,8JQK:A
8X6P,complex,8X6P:A
8PRT,complex,8PRT:A
7YNO,complex,7YNO:A
8BMS,complex,8BMS:A
8BMS,complex,8BMS:B
8BMS,complex,8BMS:C
8BB4,complex,8BB4:P
8BB4,complex,8BB4:Q
8TE7,complex,8TE7:B
8H92,complex,8H92:A
9EN2,complex,9EN2:A
8W4C,complex,8W4C:A
8H7E,synthetic,8H7E:A
8VE7,synthetic,8VE7:A
8JYT,synthetic,8JYT:A
8BL6,synthetic,8BL6:A
8FIQ,synthetic,8FIQ:A
8OYX,synthetic,8OYX:A
8OYS,synthetic,8OYS:A
8JPA,synthetic,8JPA:A
8FLX,synthetic,8FLX:A
8OT7,synthetic,8OT7:A
8GA9,synthetic,8GA9:A
8QAF,synthetic,8QAF:A
8FBI,synthetic,8FBI:A
8OYW,synthetic,8OYW:A
8EK4,synthetic,8EK4:A
8FJF,synthetic,8FJF:A
8TNM,synthetic,8TNM:A
8E12,synthetic,8E12:A
8R8N,synthetic,8R8N:A
8FIH,synthetic,8FIH:A
8PF0,synthetic,8PF0:A
8QKD,synthetic,8QKD:A
8EOV,synthetic,8EOV:A
8FRE,synthetic,8FRE:A
8SKX,synthetic,8SKX:A
8DZ8,synthetic,8DZ8:A
8K8I,synthetic,8K8I:A
8QAB,synthetic,8QAB:A
8QZN,synthetic,8QZN:A
8UB3,synthetic,8UB3:4
8K7O,synthetic,8K7O:A
8FRF,synthetic,8FRF:A
8F6R,synthetic,8F6R:A
8UGC,synthetic,8UGC:A
8K7Z,synthetic,8K7Z:A
8OYY,synthetic,8OYY:A
8VEI,synthetic,8VEI:A
8CH0,synthetic,8CH0:A
8B1X,synthetic,8B1X:A
8VEJ,synthetic,8VEJ:A
8GAA,synthetic,8GAA:A
8VSW,synthetic,8VSW:A
8F6Q,synthetic,8F6Q:A
8QAC,synthetic,8QAC:B
8JU8,synthetic,8JU8:A
8HDU,synthetic,8HDU:A
8QAI,synthetic,8QAI:A
8QAA,synthetic,8QAA:A
8B16,synthetic,8B16:A
8SKE,synthetic,8SKE:A
8FBO,synthetic,8FBO:A
8ETQ,synthetic,8ETQ:A
8ED3,synthetic,8ED3:1
8SJI,synthetic,8SJI:A
8ERW,synthetic,8ERW:A
8K84,synthetic,8K84:A
8BFE,synthetic,8BFE:A
8QAE,synthetic,8QAE:A
8TND,synthetic,8TND:A
8E55,synthetic,8E55:A
9AZI,synthetic,9AZI:A
8SHM,synthetic,8SHM:A
8FIT,synthetic,8FIT:A
8FBJ,synthetic,8FBJ:A
8VC8,synthetic,8VC8:A
8FJG,synthetic,8FJG:A
8GAQ,synthetic,8GAQ:A
8SKD,synthetic,8SKD:A
8UZL,synthetic,8UZL:A
8BL9,synthetic,8BL9:A
8EOZ,synthetic,8EOZ:B
8T5F,synthetic,8T5F:A
8K7M,synthetic,8K7M:A
8EVM,synthetic,8EVM:A
8BCS,synthetic,8BCS:A
8FBN,synthetic,8FBN:A
8E0L,synthetic,8E0L:A
8Q52,synthetic,8Q52:A
8K83,synthetic,8K83:A
8Y33,synthetic,8Y33:A
8F54,synthetic,8F54:1
8R8O,synthetic,8R8O:A
8FBK,synthetic,8FBK:A
8UAO,synthetic,8UAO:A
8B45,synthetic,8B45:A
8G9K,synthetic,8G9K:A
8K8F,synthetic,8K8F:A
8UTK,synthetic,8UTK:A
8U5A,synthetic,8U5A:A
8GL3,synthetic,8GL3:A
8P4Y,synthetic,8P4Y:A
8E1E,synthetic,8E1E:A
8E0N,synthetic,8E0N:A
8QAG,synthetic,8QAG:A
8EJA,synthetic,8EJA:A
8FVT,synthetic,8FVT:A
8DT0,synthetic,8DT0:A
8G9J,synthetic,8G9J:A
8OYV,synthetic,8OYV:A
8TNO,synthetic,8TNO:A
8FJE,synthetic,8FJE:A
8F4X,synthetic,8F4X:1
